"id";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"1";"Mazowieckie";"";"";"";"";"";3501646553.2;2618950928.6;2611953638.04;1832542297.17;"";"";"";"";"";"";"";"";"";"";"";"";""
"1-1";"Powiat m. st. Warszawa";"";"";"";"";"";383942353.93;273784553.83;267896876.19;189816221.9;"";"";"";"";"";"";"";"";"";"";"";"";""
"1-1-1";"Rozwój centrum IT kluczem do wdrożenia nowych rozwiązań biznesowych";"POIG.04.05.02-00-090/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.05.00";"POIG.04.05.02";"6,935,807.86";"6,742,920.00";"2,022,876.00";"1,719,444.60";"SII ";"5252352907";"02-512";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/18";"2011/05/23"
"2";"Dolnośląskie";"";"";"";"";"";42597245.9;26666323.62;24120675.07;22130108.45;"";"";"";"";"";"";"";"";"";"";"";"";""
"2-1";"Powiat wrocławski";"";"";"";"";"";13138380.0;10829000.0;10658950.0;9060107.5;"";"";"";"";"";"";"";"";"";"";"";"";""
"2-1-1";"Rozwój powiązań kooperacyjnych Klastra NUTRIBIOMED zmierzających do komercjalizacji innowacyjnych rozwiązań";"POIG.05.01.00-00-007/08-08";"Program Operacyjny Innowacyjna Gospodarka";"POIG.05.00.00";"POIG.05.01.00";"";"13,138,380.00";"10,829,000.00";"10,658,950.00";"9,060,107.50";"Wrocławski Park Technologiczny S.A.";"8992218633";"54-424";"Wrocław";"";"";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.05.01.00-00-007/08-14";"Tak";"2011/04/20";"2011/05/30"
"2-2";"Powiat złotoryjski";"";"";"";"";"";3072346.0;3072346.0;2611494.1;2219769.98;"";"";"";"";"";"";"";"";"";"";"";"";""
"2-2-1";"Złota sieć - Przeciwdziałanie wykluczeniu cyfrowemu w powiecie złotoryjskim";"POIG.08.03.00-02-096/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.03.00";"";"3,072,346.00";"3,072,346.00";"2,611,494.10";"2,219,769.98";"powiat złotoryjski";"6941533157";"59-500";"Złotoryja";"Dolnośląskie";"Powiat złotoryjski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"wspólnota samorządowa - powiat";"00 Nie dotyczy";"";"";"2011/02/04";"2011/02/10"
"3";"Lubelskie";"";"";"";"";"";15645690.95;15645690.95;13652235.52;13022154.84;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-1";"Powiat puławski";"";"";"";"";"";1765922.27;1765922.27;1501033.92;1362693.08;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-1-1";"Przeciwdziałanie wykluczeniu cyfrowemu w województwie lubelskim";"POIG.08.03.00-06-049/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.03.00";"";"1,085,026.18";"1,085,026.18";"922,272.25";"783,931.41";"Województwo Lubelskie";"7122410470";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"wspólnota samorządowa";"00 Nie dotyczy";"";"";"2011/02/10";"2011/03/11"
"3-2";"Powiat świdnicki";"";"";"";"";"";1085026.18;1085026.18;922272.25;783931.41;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-2-1";"Przeciwdziałanie wykluczeniu cyfrowemu w województwie lubelskim";"POIG.08.03.00-06-049/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.03.00";"";"1,085,026.18";"1,085,026.18";"922,272.25";"783,931.41";"Województwo Lubelskie";"7122410470";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"wspólnota samorządowa";"00 Nie dotyczy";"";"";"2011/02/10";"2011/03/11"
"4";"Warmińsko-mazurskie";"";"";"";"";"";5314217.01;5228917.02;4444579.45;4214599.35;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-1";"Powiat olsztyński";"";"";"";"";"";2021565.48;1991932.15;1693142.32;1463162.22;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-1-1";"""Zmienimy Twój los - przeciwdziałanie wykluczeniu cyfrowemu na terenie powiatu olsztyńskiego""";"POIG.08.03.00-14-016/08-06";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.03.00";"";"1,805,565.48";"1,803,765.48";"1,533,200.66";"1,303,220.56";"Fundacja Edukacji Ekonomicznej";"5261649498";"00-024";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"fundacja";"00 Nie dotyczy";"POIG.08.03.00-14-016/08-06";"Nie";"2011/01/31";"2011/05/06"
"5";"Pomorskie";"";"";"";"";"";11945766.66;10654349.67;8330832.21;8069700.81;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-1";"Powiat lęborski";"";"";"";"";"";3444071.44;3124910.84;2293491.71;2162926.01;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-1-1";"Szerokopasmowy Internet dla 5 gmin z powiatu lęborskiego i słupskiego na etapie ostatniej mili.";"POIG.08.04.00-22-202/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.04.00";"";"1,769,890.60";"1,450,730.00";"870,438.00";"739,872.30";"Profit Group Sp. z o.o.";"5252354154";"00-052";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/07";"2011/03/11"
"5-2";"Powiat słupski";"";"";"";"";"";1769890.6;1450730.0;870438.0;739872.3;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-2-1";"Szerokopasmowy Internet dla 5 gmin z powiatu lęborskiego i słupskiego na etapie ostatniej mili.";"POIG.08.04.00-22-202/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.04.00";"";"1,769,890.60";"1,450,730.00";"870,438.00";"739,872.30";"Profit Group Sp. z o.o.";"5252354154";"00-052";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/07";"2011/03/11"
"6";"Lubuskie";"";"";"";"";"";17222259.59;11410536.49;10319696.76;9698956.01;"";"";"";"";"";"";"";"";"";"";"";"";""
"6-1";"Powiat gorzowski";"";"";"";"";"";13423460.62;7611737.52;6612757.14;6469976.89;"";"";"";"";"";"";"";"";"";"";"";"";""
"6-1-1";"Rozbudowa i modernizacja Zakładu Utylizacji Odpadów w Gorzowie Wlkp., ul. Małyszyńska 180";"POIS.02.01.00-00-014/09-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.02.00.00";"POIS.02.01.00";"";"12,471,592.29";"6,659,869.19";"5,660,888.81";"5,660,888.81";"Zakład Utylizacji Odpadów Sp. z o.o. w Gorzowie Wlkp.";"5990206400";"66-400";"Gorzów Wlkp.";"Lubuskie";"Powiat gorzowski / Powiat m. Gorzów Wielkopolski";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.02.01.00-00-014/09-04";"Nie";"2011/04/08";"2011/04/08"
"7";"Małopolskie";"";"";"";"";"";2595210458.63;1809975570.53;1742816451.27;1270543013.87;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-1";"Powiat m. Kraków";"";"";"";"";"";33191312.14;31205307.27;28889037.05;26432828.68;"";"";"";"";"";"";"";"";"";"";"";"";""
"7-1-1";"Szlak Lasów Miejskich Krakowa - ochrona najcenniejszych biocenoz przed nadmierną presją turystów";"POIS.05.01.00-00-170/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"976,026.12";"801,546.00";"681,314.10";"681,314.10";"Fundacja Miejski Park i Ogród Zoologiczny w Krakowie";"6770052355";"30-232";"Kraków";"Małopolskie";"Powiat m. Kraków";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.01.00-00-170/09-01";"Nie";"2011/02/23";"2011/02/28"
"1-2";"Powiat garwoliński";"";"";"";"";"";959610.0;780250.0;663212.5;663212.5;"";"";"";"";"";"";"";"";"";"";"";"";""
"1-2-1";"Budowa małej infrastruktury służącej zabezpieczeniu obszaru Natura 2000 Bagno Całowanie przed nadmierną presją turystów
";"POIS.05.01.00-00-176/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"959,610.00";"780,250.00";"663,212.50";"663,212.50";"Nadleśnictwo Celestynów";"5320101461";"05-430";"Celestynów";"Mazowieckie";"Powiat otwocki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.01.00-00-176/09-01";"Nie";"2011/01/20";"2011/01/21"
"1-3";"Powiat otwocki";"";"";"";"";"";959610.0;780250.0;663212.5;663212.5;"";"";"";"";"";"";"";"";"";"";"";"";""
"1-3-1";"Budowa małej infrastruktury służącej zabezpieczeniu obszaru Natura 2000 Bagno Całowanie przed nadmierną presją turystów
";"POIS.05.01.00-00-176/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"959,610.00";"780,250.00";"663,212.50";"663,212.50";"Nadleśnictwo Celestynów";"5320101461";"05-430";"Celestynów";"Mazowieckie";"Powiat otwocki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.01.00-00-176/09-01";"Nie";"2011/01/20";"2011/01/21"
"3-3";"Powiat chełmski";"";"";"";"";"";588997.0;588997.0;588997.0;500647.25;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-3-1";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"POIS.05.03.00-00-268/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"3-4";"Powiat łęczyński";"";"";"";"";"";588997.0;588997.0;588997.0;500647.25;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-4-1";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"POIS.05.03.00-00-268/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"3-5";"Powiat parczewski";"";"";"";"";"";588997.0;588997.0;588997.0;500647.25;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-5-1";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"POIS.05.03.00-00-268/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"3-6";"Powiat włodawski";"";"";"";"";"";10903928.0;10903928.0;9356688.35;9268338.6;"";"";"";"";"";"";"";"";"";"";"";"";""
"3-6-1";"Opracowanie planu ochrony dla Poleskiego Parku Narodowego i obszarów Natura 2000 w granicach Parku";"POIS.05.03.00-00-268/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"588,997.00";"588,997.00";"588,997.00";"500,647.25";"Poleski Park Narodowy";"5651323988";"22-234";"Urszulin";"Lubelskie";"Powiat włodawski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-268/10-01";"Nie";"2011/01/25";"2011/01/28"
"8";"Zachodniopomorskie";"";"";"";"";"";2282666.66;2282666.66;2282666.66;1940266.66;"";"";"";"";"";"";"";"";"";"";"";"";""
"8-1";"Powiat kamieński";"";"";"";"";"";500000.0;500000.0;500000.0;425000.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"8-1-1";"Opracowanie projektu planu ochrony Wolińskiego Parku Narodowego";"POIS.05.03.00-00-270/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"500,000.00";"500,000.00";"500,000.00";"425,000.00";"Woliński Park Narodowy";"8551436909";"72-500";"Międzyzdroje";"Zachodniopomorskie";"Powiat kamieński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2011/02/03";"2011/02/11"
"8-2";"Powiat m. Świnoujście";"";"";"";"";"";500000.0;500000.0;500000.0;425000.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"8-2-1";"Opracowanie projektu planu ochrony Wolińskiego Parku Narodowego";"POIS.05.03.00-00-270/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"500,000.00";"500,000.00";"500,000.00";"425,000.00";"Woliński Park Narodowy";"8551436909";"72-500";"Międzyzdroje";"Zachodniopomorskie";"Powiat kamieński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2011/02/03";"2011/02/11"
"6-2";"Powiat strzelecko-drezdenecki";"";"";"";"";"";1282666.67;1282666.67;1282666.67;1090266.67;"";"";"";"";"";"";"";"";"";"";"";"";""
"6-2-1";"Plan Ochrony Drawieńskiego Parku Narodowego";"POIS.05.03.00-00-272/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"1,282,666.67";"1,282,666.67";"1,282,666.67";"1,090,266.67";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"9";"Wielkopolskie";"";"";"";"";"";11509280.05;10790304.98;9239325.6;8527843.16;"";"";"";"";"";"";"";"";"";"";"";"";""
"9-1";"Powiat czarnkowsko-trzcianecki";"";"";"";"";"";1282666.67;1282666.67;1282666.67;1090266.67;"";"";"";"";"";"";"";"";"";"";"";"";""
"9-1-1";"Plan Ochrony Drawieńskiego Parku Narodowego";"POIS.05.03.00-00-272/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"1,282,666.67";"1,282,666.67";"1,282,666.67";"1,090,266.67";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"8-3";"Powiat choszczeński";"";"";"";"";"";641333.33;641333.33;641333.33;545133.33;"";"";"";"";"";"";"";"";"";"";"";"";""
"8-3-1";"Plan Ochrony Drawieńskiego Parku Narodowego";"POIS.05.03.00-00-272/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"641,333.33";"641,333.33";"641,333.33";"545,133.33";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"8-4";"Powiat wałecki";"";"";"";"";"";641333.33;641333.33;641333.33;545133.33;"";"";"";"";"";"";"";"";"";"";"";"";""
"8-4-1";"Plan Ochrony Drawieńskiego Parku Narodowego";"POIS.05.03.00-00-272/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"641,333.33";"641,333.33";"641,333.33";"545,133.33";"Drawieński Park Narodowy";"5941405252";"73-220";"Drawno";"Zachodniopomorskie";"Powiat choszczeński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-272/10-01";"Nie";"2011/01/25";"2011/01/31"
"10";"Podlaskie";"";"";"";"";"";3149475.96;3149475.96;3123732.41;2677054.43;"";"";"";"";"";"";"";"";"";"";"";"";""
"10-1";"Powiat augustowski";"";"";"";"";"";1017135.04;1017135.04;1013457.39;864564.73;"";"";"";"";"";"";"";"";"";"";"";"";""
"10-1-1";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"POIS.05.03.00-00-275/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"10-2";"Powiat sejneński";"";"";"";"";"";1017135.04;1017135.04;1013457.39;864564.73;"";"";"";"";"";"";"";"";"";"";"";"";""
"10-2-1";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"POIS.05.03.00-00-275/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"10-3";"Powiat suwalski";"";"";"";"";"";1017135.04;1017135.04;1013457.39;864564.73;"";"";"";"";"";"";"";"";"";"";"";"";""
"10-3-1";"Plan ochrony Wigierskiego Parku Narodowego i obszaru Natura 2000 ""Ostoja wigierska""";"POIS.05.03.00-00-275/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"992,617.33";"992,617.33";"992,617.33";"843,724.67";"Wigierski Park Narodowy";"8441285800";"16-402";"Suwałki";"Podlaskie";"Powiat augustowski / Powiat suwalski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-275/10-01";"Nie";"2011/01/25";"2011/02/01"
"6-1-2";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"POIS.05.03.00-00-278/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"6-3";"Powiat słubicki";"";"";"";"";"";951868.33;951868.33;951868.33;809088.08;"";"";"";"";"";"";"";"";"";"";"";"";""
"6-3-1";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"POIS.05.03.00-00-278/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"6-4";"Powiat sulęciński";"";"";"";"";"";951868.33;951868.33;951868.33;809088.08;"";"";"";"";"";"";"";"";"";"";"";"";""
"6-4-1";"Opracowanie planów ochrony Parku Narodowego ""Ujście Warty"" oraz obszaru PLC 080001Ujście Warty.";"POIS.05.03.00-00-278/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"951,868.33";"951,868.33";"951,868.33";"809,088.08";"Park Narodowy ""Ujście Warty""";"5981512758";"69-113";"Górzyca";"Lubuskie";"Powiat słubicki";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.05.03.00-00-278/10-01";"Nie";"2011/01/25";"2011/01/31"
"5-3";"Powiat gdański";"";"";"";"";"";525666.67;525666.67;446816.67;446816.67;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-3-1";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"POIS.05.03.00-00-281/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"5-4";"Powiat nowodworski";"";"";"";"";"";525666.67;525666.67;446816.67;446816.67;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-4-1";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"POIS.05.03.00-00-281/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"5-5";"Powiat pucki";"";"";"";"";"";525666.67;525666.67;446816.67;446816.67;"";"";"";"";"";"";"";"";"";"";"";"";""
"5-5-1";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"POIS.05.03.00-00-281/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"525,666.67";"525,666.67";"446,816.67";"446,816.67";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"4-2";"Powiat braniewski";"";"";"";"";"";1004500.0;976666.67;830166.66;830166.66;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-2-1";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"POIS.05.03.00-00-281/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"788,500.00";"788,500.00";"670,225.00";"670,225.00";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
"4-3";"Powiat elbląski";"";"";"";"";"";788500.0;788500.0;670225.0;670225.0;"";"";"";"";"";"";"";"";"";"";"";"";""
"4-3-1";"Projekty planów ochrony obszarów Natura 2000 w rejonie Zatoki Gdańskiej i Zalewu WIślanego";"POIS.05.03.00-00-281/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"788,500.00";"788,500.00";"670,225.00";"670,225.00";"Urząd Morski w Gdyni";"5860014932";"81-338";"Gdynia";"Pomorskie";"Powiat m. Gdynia";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-281/10-01";"Nie";"2011/01/18";"2011/01/28"
